File,Section,Flags,Clauses 
Leon Restaurant GmbH anno.jsonl,"§ 15 Einziehung van Geschaftsanteilen 1. 
Die Einziehung van Geschaftsanteilen kann beschlossen werden, wenn der betroffene Gesellschafter zustimmt oder wenn einer der folgenden Falle vorliegt: a) Ober sein Vermogen ein lnsolvenzverfahren eroffnet wird, Ober einen Antrag auf Eroffnung eines lnsolvenzverfahrens ist nicht binnen zwei Monaten entschieden oder die Eroffnung wird mangels Masse abgelehnt, b) er die Richtigkeit seines Vermogensverzeichnisses nach § 807 ZPO an Eides Statt zu versichern hat, c) eine Zwangsvollstreckung in seinen Geschaftsanteil betrieben wird und die • Zwangsvollstreckungsmal1nahmen nicht binnen zwei Monaten seit ihrem Beg inn wieder aufgehoben werden, d) er kOndigt oder seinen Austritt aus der Gesellschaft erklart, e) ein Geschaftsanteil auf einen anderen lnhaber Ober geht (egal aus welchem Rechtsgrund), ohne das entweder eine diesen Obergang einschlie11lich der Person des Erwerbers unmittelbar zulassende Regelung dieses Gesellschaftsvertrages erfOllt ist oder die Gesellschafterversammlung entsprechend § 12 diesem konkreten Obergang einschliel1lich der Person des Erwerbers schriftlich zugestimmt hat. 
Eine Einziehung ist insbesondere auch moglich, wenn ein Geschaftsanteil im Wege der Zwangsvollstreckung auf einen anderen lnhaber Obergegangen ist. 
Die Zustimmung zu einer Verpfandung des Geschaftsanteils schliel1t dieses Einziehungsrecht nicht aus, wenn der verpfandete Geschaftsanteil spater verwertet . wird und dabei auf einen anderen lnhaber Obergeht, der die Voraussetzungen des Abs. 1 nicht erfOllt, f) bei einer juristischen Person oder einer Gesellschaft, wenn deren Auflosung beschlossen wird oder die Auflosung bzw. 
Liquidation aus sonstigen beliebigen Grunden erfolgt oder deren zum Zeitpunkt ihres Beitritts in die vorliegende GmbH bei ihr herrschende Gesellschafter seine herrschende Mehrheit verliert (egal auf welche Weise) und die neue herrschende Mehrheit anderen Personen zusteht als solchen, an die nach § 12 eine unmittelbare Obertragung van Geschaftsanteilen zulassig ware, also bei jeder Form eines mittelbaren Obergangs der Anteile an der vorliegenden GmbH unter Umgehung der Regelung in § 12, g) • in seiner Person ein wichtiger Grund vorliegt, der die Ausschliel1ung rechtfertigt; ein solcher Grund liegt var, wenn ein weiteres Verbleiben des Gesellschafters in der Gesellschaft fur diese untragbar ist, insbesondere wenn der Gesellschafter eine ihm nach dem Gesellschaftsvertrag obliegende wesentliche Verpflichtung vorsatzlich oder aus grober Fahrlassigkeit verletzt oder sonst durch sein Verhalten die Gesellschaftsinteressen erheblich schadigt. 2. 
Jeder Gesellschafter ist verpflichtet, die Gesellschaft unverzuglich schriftlich zu unterrichten, wenn in seiner Person ein solcher Fall vorliegt oder vorzuliegen droht. 3. 
Steht ein Geschaftsanteil mehreren Berechtigten zu, so kann die Einziehung auch dann beschlossen werden, wenn die oben genannten Voraussetzungen nur bei einem der Berechtigten vorliegen. 4. 
Statt der Einziehung kann beschlossen werden, dass der Anteil auf die Gesellschaft oder auf eine oder mehrere von ihr benannte Personen zu Obertragen ist. 5. 
Die Beschlussfassung erfolgt mit einer Mehrheit von 75% der abgegebenen Stimmen. 
Der betroffene Gesellschafter hat hierbei kein Stimmrecht. 6. 
Der ausscheidende Gesellschafter erhalt eine Abfindung entsprechend § 16 dieses Vertrages. 
In den Fallen der Zwangsabtretung erhalt der Gesellschafter vom Abtretungsempfanger ein entsprechendes Entgelt. 7. 
Die EinziehungNerpflichtung zur Abtretung wird unabhangig von der Bezahlung der Abfindung mit der Erklarung der Einziehung/der Bekanntgabe des Einziehungsbeschlusses wirksam.","Green Flag, Green Flag, Green Flag","Einziehung, Einziehung"
Leon Restaurant GmbH anno.jsonl,"§ 16 Abfindung eines Gesellschafters 1. 
Ein ausscheidender Gesellschafter erhalt eine Abfindung, die zu ermitteln ist wie folgt: a) Der Verkehrswert seines Geschaftsanteils ist durch einen Schiedsgutachter gema/1 § 317 8GB fur alle Beteiligten verbindlich zu bestimmen. 
Er hat auch die angemessene Bewertungsmethode nach seinem Ermessen unter Berucksichtigung des IDW Standards: Grundzuge zur Durchfuhrung von Unternehmensbewertungen (IDW S 1) i.d.F. 2008 zu bestimmen. 
Ein Firmenwert ist jedoch nicht in Ansatz zu bringen. b) .Der Schiedsgutachter kann nach seinem Ermessen den Wert der Wirtschaftsguter selbst bestimmen oder fur die Bewertung einzelner Wirtschaftsgoter weitere Gutachter einbeziehen. 
Soweit sich die Beteiligten auf Wertansatze einigen, ist der Schiedsgutachter an diese Werte gebunden. c) Bewertungszeitpunkt ist der mit dem Ausscheiden zusammenfallende Bilanzstichtag, sonst der vorausgehende Bilanzstichtag. d) Von diesem Verkehrswert ist ein Abschlag von 20% vorzunehmen. 
Abfindungsbetrag ist der so ermittelte Wert des Geschaftsanteils nach Abzug dieses 20%igen Abschlags. 2. 
Schiedsgutachter soil der im Zeitpunkt des Ausscheidens des betreffenden Gesellschafters fur die Gesellschaft tatige Steuerberater sein. 
Will ihm ein Beteiligter (ein Gesellschafter oder die Gesellschaft) den Auftrag zu dieser Tatigkeit erteilen, so hat er dies alien Gesellschaftern und der Gesellschaft schriftlich mit einer Frist von einem Monat anzuzeigen. lnnerhalb dieser Monatsfrist kann jeder Beteiligte den Steuerberater als Schiedsgutachter ohne Angabe von Grunden ablehnen. 
Lehnt der Steuerberater selbst oder - innerhalb dieser Monatsfrist - ein Beteiligter ab, so ist ein anderer Schiedsgutachter zu wahlen. 
Einigen sich die Gesellschafter dann nicht binnen eines weiteren Monats auf einen anderen Schiedsgutachter mit der Qualifikation Wirtschaftsprufer oder Steuerberater, so ist dieser auf Antrag eines Beteiligten durch die fur den Sitz der Gesellschaft zustandige lndustrie- und Handelskammer zu bestimmen. 
Ober seine Kosten soll der Schiedsgutachter entsprechend der Regelung der § 91 ff. 
ZPO entscheiden. 3. 
Die Abfindung ist in drei gleichen Jahresraten zu bezahlen. 
Die erste Rate ist sechs Monate nach dem Ausscheidungsstichtag fallig. 
Die weiteren Raten sind jeweils in den darauffolgenden Jahren an dem Tage fallig, der dem Datum der Falligkeit der ersten Rate entspricht. 
Die Raten sind ab dem Zeitpunkt der Falligkeit der ersten Rate mit zwei Prozentpunkten Ober dem jeweiligen Basiszinssatz jahrlich zu verzinsen. 
Die Zinsen sind jeweils mit der Rate zu entrichten. 
Eine fruhere Zahlung der Abfindung ist ganz oder teilweise zulassig. 
Es besteht kein Anspruch auf Ersatz der dadurch ausgefallenen Zinsen. 4. 
Abweichend von vorstehenden Bestimmungen gilt fur den Fall, dass ein Geschaftsanteil nach § 15 Abs. 1 e) dieser Satzung eingezogen wird (oder zwangsweise abzutreten ist), der betreffende Gesellschafter diesen Anteil im Wege einer Zwangsvollstreckung erworben hat und die Einziehung/Zwangsabtretung nach § 15 Abs. 1 e) dieser Satzung aus diesem Grunde erfolgt: Ein solcher Gesellschafter erhalt nicht die vorstehend geregelte Abfindung, sondern konkret den Betrag, den er aufgrund des Zuschlags fur diesen Geschaftsanteil bezahlen musste. 
Diese Abfindung ist insgesamt binnen sechs Monaten nach dem Ausscheidungsstichtag zu bezahlen. 5. 
Der ausscheidende Gesellschafter kann keine Sicherheit verlangen. 6. 
Anderungen der Jahresabschlusse, die sich nach dem Ausscheiden des betreffenden Gesellschafters ergeben, insbesondere aufgrund einer Buch- oder Betriebsprufung, bleiben ohne Einfluss auf die Hohe des Abfindungsguthabens. 
VII.Sonstiges","Green Flag, Green Flag, Green Flag","Abfindung, Abfindung, Abfindung"
Leon Restaurant GmbH anno.jsonl,"§ 17 Wettbewerbsverbot Die Gesellschafter und die Geschaftsfi.ihrer unterliegen keinem Wettbewerbsverbot. 
Es ist zulassig, iii gesonderter schriftlicher Vereinbarung (insbesondere in Anstellungsvertragen der Geschaftsfi.ihrer) im Einzelfall oder generell Wettbewerbsverbote zu vereinbaren.",Green Flag,"Wettbewerb, Wettbewerb"
Leon Restaurant GmbH anno.jsonl,"§ 18 Zugang schriftlicher Erklarungen Fur alle insbesondere in diesem Vertrag vorgesehenen schriftlichen Mitteilungen und Erklarungen - der Gesellschaft an Gesellschafter, - der Gesellschafter an die Gesellschaft und - der Gesellschafter untereinander gilt jeweils: a) Jeder Gesellschafter hat der Gesellschaft die Anschrift anzugeben, unter der ihm gegenOber schriftliche Mitteilungen und Erklarungen aller Art abzugeben sind. 
Er hat jede Anderung dieser Anschrift unverzOglich mitzuteilen, b) Erklarungen an die Gesellschafter sind an die der Gesellschaft zuletzt nach lit. a) angegebenen Anschriften der Gesellschafter zu richten, c) ist fur Erklarungen eine Frist bestimmt, so genOgt zur Wah rung der Frist die rechtzeitige Aufgabe des Briefes zur Post an die angegebene Anschrift, d) die schriftlichen Mitteilungen und Erklarungen sind entweder gegen Empfangsbekenntnis zu Obergeben oder per Einwurf-Einschreiben zu Obersenden.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Leon Restaurant GmbH anno.jsonl,§ 19 Bekanntmachungen Die Bekanntmachungen der Gesellschaft erfolgen nur im Bundesanzeiger.,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Leon Restaurant GmbH anno.jsonl,"§ 20 Salvatorische Klausel Sollten einzelne Bestimmungen dieser Satzung ganz oder teilweise unwirksam sein oder werden, so wird die Wirksamkeit der Satzung im Obrigen hierdurch nicht berOhrt. 
Die unwirksame, nichtige oder anfechtbare Bestimmung ist so umzudeuten oder durch Satzungsanderung zu andern bzw. zu erganzen, dass der damit verfolgte Zweck im Rahmen der gesetzlichen Bestimmungen soweit wie moglich erreicht wird. 
Dasselbe gilt bei Vorhandensein van Lucken.",Green Flag,"Salvatorische Klausel, Salvatorische Klausel"
Leon Restaurant GmbH anno.jsonl,"§ 21 Gri.indungsaufwand Der Gri.indungsaufwand (Kosten fi.ir Notar und Gericht sowie evtl. 
Genehmigungen, Anwalt, Steuerberater) wird van der Gesellschaft bis zu einem Gesamtbetrag van EUR 2.500,- i.ibernommen. 
Ein dari.iber hinausgehender Gri.indungsaufwand wird van den Gesellschaftern im Verhaltnis ihrer Gesellschaftsbeteiligungen getragen",Green Flag,"Kosten, Kosten"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,Gesellschaftsvertrag der MaBet Verwaltungsgesellschaft mbH ,,TITEL
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"§1. Firma und Sitz der Gesellschaft 1.1 Die Firma der Gesellschaft lautet: MaBet Verwaltungsgesellschaft mbH. 1.2 Die Gesellschaft hat ihren Sitz in Hamburg. 1.3 Das Geschäftsjahr beginnt am 1. 
September eines Jahres und endet am 31. 
August des darauf folgenden Jahres. ","RED FLAG, Orange Flag","Sitz, Firma, Firma, Sitz, Geschäftsjahr"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"§2. Gegenstand des Unternehmens 2.1 Gegenstand des Unternehmens ist die erlaubnisfreie Beteiligung an anderen Unternehmen, insbesondere als persönlich haftende Gesellschafterin an der MaBet Holding GmbH & Co. 
KG mit Sitz in Hamburg, sowie die Verwaltung eigenen Vermögens, alles im eigenen Namen und auf eigene Rechnung. 2.2 Die Gesellschaft darf alle Geschäfte betreiben, die den Gesellschaftszweck unmittelbar oder mittelbar fördern. 
Sie ist berechtigt Zweigniederlassungen im In- und Ausland zu errichten. ",RED FLAG,"Gegenstand, Gegenstand"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"§3. Stammkapital 3.1 Das Stammkapital der Gesellschaft beträgt € 25.000,00 (in Worten: Euro fünfundzwanzigtausend) 3.2 Die Gesellschaft in Firma MaBet Beteiligungs GmbH übernimmt 25.000 Geschäftsanteile mit einem Nennbetrag von € 1,00 (LW. 
Euro eins) (Geschäftsanteile Nrn. 1 — 25.000) (Summe der Nennbeträge der Geschäftsanteile: € 25.000,00). 3.3 Die Leistungen auf die übernommenen Geschäftsanteile sind sofort jeweils in Höhe von 50 % (Mindesteinlage von insgesamt € 12.500,00; § 7 Abs. 2 Satz 2 GmbHG) in bar zu bewirken. 
Die Restbeträge sind auf Anforderung der Gesellschaft fällig. ",RED FLAG,"Stammkapital, Stammkapital, Stammeinlagen"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"§4. Verfügung über Geschäftsanteile 4.1 Verfügungen über Geschäftsanteile, insbesondere Veräußerungen oder Belastungen, bedürfen der Zustimmung aller Gesellschafter. 4.2 Jeder Gesellschafter kann seine Geschäftsanteile ohne Zustimmung der übrigen Gesellschafter mit sofortiger Wirksamkeit teilen und, wenn die Geschäftsanteile ohne Nachschusspflicht voll erbracht sind und keine unterschiedlichen Rechte vermitteln, zusammenlegen. 
Teilung und Zusammenlegung sind der Geschäftsführung unverzüglich mitzuteilen. 4.3 Jeder Gesellschafter ist verpflichtet, der Geschäftsführung Veränderungen in seiner Person oder seiner Beteiligung an der Gesellschaft schriftlich mitzuteilen. 
Nachweise sind durch Urschriften oder beglaubigte Abschriften zu führen. 
Im Falle der Erbfolge gilt § 35 GBO entsprechend. ",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"§5. Geschäftsführer und Vertretung 5.1 Die Gesellschaft hat einen oder mehrere Geschäftsführer. 5.2 Ist nur ein Geschäftsführer bestellt, so vertritt er allein. 5.3 Sind mehrere Geschäftsführer vorhanden, so wird die Gesellschaft durch zwei Geschäftsführer gemeinschaftlich oder durch einen Geschäftsführer zusammen mit einem Prokuristen vertreten. 5.4 Die Gesellschafterversammlung kann die Vertretungsbefugnis abweichend regeln; insbesondere können Einzelvertretungsbefugnis und Befreiung von den Beschränkungen des § 181 BGB erteilt werden. 5.5 Vorstehende Regelungen gelten in gleicher Weise für Liquidatoren. ",Orange Flag,"Vertretung, Geschäftsführung, Geschäftsführung, Vertretung"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,§6. Bekanntmachungen Bekanntmachungen erfolgen nur im Bundesanzeiger.,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"§7. Sonstiges 7.1 Die Gesellschafter unterliegen keiner Wettbewerbsbeschränkung. 7.2 Für die Aufstellung und Feststellung des Jahresabschlusses sowie für die Gewinnverwendung gelten die gesetzlichen Bestimmungen. 
Die Gesellschafter können alljährlich mit Zustimmung der beeinträchtigten Gesellschafter über eine von den Beteiligungsverhältnissen abweichende Gewinnverteilung beschließen.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
MaBet Verwaltungsgesellschaft mbH anno.jsonl,"8. Gründungsaufwand Die mit der Gründung entstehenden Notar, Gerichts- und Veröffentlichungskosten trägt die Gesellschaft bis zur Höhe von € 2.500,00. * * *",Green Flag,"Kosten, Kosten"
MK Restaurant GmbH anno.jsonl,Gesellschaftsvertrag,,TITEL
MK Restaurant GmbH anno.jsonl,§1 Firma und Sitz ( 1) Die Firma der Gesellschaft lautet: MK Restaurant GmbH  (2) Die Gesellschaft hat ihren Sitz in Ratingen.,RED FLAG,"Firma, Sitz, Firma, Sitz"
MK Restaurant GmbH anno.jsonl,"§2 Gegenstand des Unternehmens (1) Gegenstand des Unternehmens ist die Führung eines Restaurantbetriebs. (2) Die Gesellschaft ist berechtigt, alle Geschäfte und Rechtshandlungen vorzunehmen, die zur Erreichung des Gesellschaftszweckes dienlich oder das Unternehmen zu fl5rdem geeignet erscheinen. (3) Die Gesellschaft kann gleichartige oder ähnliche Unternehmen erwerben, sich an solchen beteiligen und deren Vertretung und Geschäftsführung übernehmen sowie Zweigniederlassungen im In- und Ausland errichten.",RED FLAG,"Gegenstand, Gegenstand"
MK Restaurant GmbH anno.jsonl,"§3 Stammkapital (1) Das Stammkapital der Gesellschaft beträgt 25.000,00 EUR -in Worten: fünfiindzwanzigtausend Euro-. (2) Das Stammkapital der Gesellschaft besteht aus 25.000 Geschäftsanteilen im Nennbetrag von je 1,00 EUR (Geschäftsanteile mit den laufenden Nummern 1 bis 25.000), die von dem einzigen Gesellschafter Herrn Mir ko Kreckel übernommen werden. (3) Auf die übernommenen Geschäftsanteile ist eine Geldeinlage in Höhe des Nennbetrages der Geschäftsanteile zu leisten. 
Die Geldeinlage ist in voller Höhe vor Anmeldung der Gesellschaft zur Eintragung in das Han delsregister einzuzahlen.",RED FLAG,"Stammkapital, Stammkapital, Stammeinlagen"
MK Restaurant GmbH anno.jsonl,"§4 Dauer der Gesellschaft, Geschäftsjahr (1) Die Gesellschaft wird auf unbestimmte Zeit errichtet. (2) Das Geschäftsjahr ist das Kalenderjahr. 
Das erste Geschäftsjahr beginnt mit der Eintragung der Gesellschaft in das Handelsregister und endet am 31. 
Dezember des gleichen Jahres.",Orange Flag,"Dauer, Dauer, Geschäftsjahr, Geschäftsjahr"
MK Restaurant GmbH anno.jsonl,"§5 Geschäftsführung und Vertretung (1) Die Gesellschaft hat einen oder mehrere Geschäftsführer. 
Ist nur ein Ge schäftsführer bestellt, ist dieser alleinvertretungsberechtigt. 
Sind mehrere Geschäftsführer bestellt, so wird die Gesellschaft durch zwei Geschäfts führer gemeinschaftlich oder durch einen Geschäftsführer in Gemein schaft mit einem Prokuristen vertreten. (2) Durch Geseilschafterbeschluss kann einem oder mehreren Geschäftsfüh rem Einzelvertretungsbefugnis erteilt werden. (3) Geschäftsführer können durch Gesellschafterbeschluss von den Be schränkungen des § 181 BGB befreit werden. (4) Zuständig für die Bestellung und Einstellung sowie für die Abberufung eines Geschäftsführers ist ausschließlich die Gesellschafterversammlung. (5) Die Bestimmungen in Absätzen (1) bis (4) gelten entsprechend im Falle der Liquidation der Gesellschaft für den oder die Liquidatoren.",Orange Flag,"Geschäftsführung, Vertretung, Vertretung, Geschäftsführung"
MK Restaurant GmbH anno.jsonl,"§6 Jahresabschluss, Ergebnisverwendung (1) Die Geschäftsführung hat innerhalb der gesetzlichen Frist nach Ablauf eines Geschäftsjahres den Jahresabschluss für das vergangene Geschäfts jahr aufzustellen. (2) Über die Feststellung des Jahresabschlusses beschließt die Geselischaf terversammlung. 
Sie beschließt auch über die Ergebnisverwendung, also darüber, inwieweit der Jahresüberschuss zuzüglich eines Gewinnvortrags und abzüglich eines Verlustvortrags in Gewinnrücklagen eingestellt, als Gewinn vorgetragen oder an die Gesellschafter ausgeschüttet wird. 
Der ausgeschüttete Gewinn steht den Gesellschaftern entsprechend ihren Ge schäftsanteilen zu.",Green Flag,"Jahresabschluss, Ergebnisverwendung, Jahresabschluss, Ergebnisverwendung"
MK Restaurant GmbH anno.jsonl,"§7 Befreiung vom Wettbewerbsverbot -4Den Gesellschaftern und den Geschaftsfilhrern der Gesellschaft kann Befrei­ ung vom Wettbewerbsverbot erteilt werden. 
Uber Art und Umfang der Befrei­ ung beschlieBen die Gesellschafter mit einfacher Mehrheit.",Green Flag,"Wettbewerb, Wettbewerb"
MK Restaurant GmbH anno.jsonl,§8 Bekanntmachungen Die Bekanntmachungen der Gesellschaft erfolgen nur im Bundesanzeiger.,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
MK Restaurant GmbH anno.jsonl,"§9 Griindungsaufwand Die Griindungskosten (Kosten des Notars und des Gerichts nach dem Ge­ richts- und Notarkostengesetz - GNotKG - sowie des Steuerberaters und Be­ kanntmachungskosten) tragt die Gesellschaft bis zu einem geschatzten Betrag von 2.500,00 EUR; etwa dariiber hinausgehende Griindungskosten tragt der Gesellschafter.",Green Flag,"Kosten, Kosten"
MK Restaurant GmbH anno.jsonl,"§ 10 Schlussbestimmungen Im Ubrigen gelten die Bestimmungen des GmbH-Gesetzes, soweit dieser Ge­ sellschaftsvertrag nicht etwas Abweichendes bestimmt. 
Hiermit ist der Gesellschaftsvertrag festgestellt. 
Hierauf wird die erste Gesellschafterversammlung abgehalten und folgender Beschluss gefasst: Zurn Geschaftsfilhrer der Gesellschaft wird Herr Mirko Kreckel, geboren am 16. 
August 1977, wohnhaft in Ratingen, bestellt. 
Dem Gesellschafter und Geschaftsfilhrer Herrn Mirko Kreckel wird im gesetz­ lich zulassigen Umfang Befreiung vom Wettbewerbsverbot erteilt.  Herm Mirko Kreckel ist als Geschaftsfiihrer Einzelvertretungsberechtigung auch fi.ir den Fall eingeraumt, dass noch weitere Geschaftsfiihrer bestellt sind. 
Er ist von den Beschrankungen des § 181 BGB befreit.",Green Flag,"Schlussbestimmungen, Schlussbestimmungen"
MM Verwaltungs GmbH anno.jsonl,GESELLSCHAFTSVERTRAG,,TITEL
MM Verwaltungs GmbH anno.jsonl,"§ 1 Firma, Sitz 1. 
Die Gesellschaft fuhrt die Firma MM Verwaltungs GmbH. 2. 
Der Sitz der Gesellschaft ist Hamburg.",RED FLAG,"Firma, Firma, Sitz, Sitz"
MM Verwaltungs GmbH anno.jsonl,"§2 Gegenstand 1. 
Gegenstand des Unternehmens ist der Erwerb und die Verwaltung von Beteiligungen im eige­ nen Namen, auf eigene Rechnung und die Verwaltung des eigenen Gesellschaftsvermogens sowie die Obernahme der personlichen Haftung und der Geschaftsfuhrung in Handelsgesell­ schaften, insbesondere an der MM Grundstucks GmbH & Co. 
KG. 2. 
Die Gesellschaft ist zur Vornahme aller Geschafte berechtigt, die den Gesellschaftszweck un­ mittelbar oder mittelbar zu fordern geeignet sind. 3. 
Die Gesellschaft darf andere Unternehmen gleicher oder ahnlicher Art 0bernehmen, sich an ihnen beteiligen oder ihre Geschafte fuhren. 
Die Gesellschaft darf Zweigniederlassungen im In- und Ausland errichten.",RED FLAG,"Gegenstand, Gegenstand"
MM Verwaltungs GmbH anno.jsonl,"§3 Stammkapital, Geschaftsanteile 1. 
Das Stammkapital der Gesellschaft betragt EUR 25.000,00 (in Worten: Euro funfundzwanzig­ tausend). 
 2. 
Das Stammkapital wird wie folgt ubernommen: Herr Michael Milosevic ubernimmt 25.000 Geschaftsanteile mit Nennbetragen in Hohe von je 1,00 EUR (i.W. 
Euro ein) (Geschaftsanteile Nr. 1-25.000), mithin Geschaftsanteile mit einem Gesamtnennwert in Hohe von 25.000,00 EUR, 3. 
Die Einzahlungen sind sofort zu 50 % in Geld zu leisten; der Rest auf jederzeit mogliche An­ forderung durch die Geschaftsfuhrung.",RED FLAG,"Stammkapital, Stammeinlagen, Stammkapital, Stammeinlagen"
MM Verwaltungs GmbH anno.jsonl,§4 Geschaftsjahr Das Geschaftsjahr ist das Kalenderjahr.,Orange Flag,"Geschäftsjahr, Geschäftsjahr"
MM Verwaltungs GmbH anno.jsonl,"§5 Geschaftsfuhrung, Vertretung 1. 
Die Gesellschaft hat einen oder mehrere Geschaftsfuhrer. 
Sind mehrere Geschaftsfuhrer be­ stellt, so wird die Gesellschaft durch zwei von ihnen gemeinschaftlich oder durch einen Ge­ schaftsfuhrer in Gemeinschaft mit einem Prokuristen vertreten. 
Hat die Gesellschaft nur einen Geschaftsfuhrer, so vertritt dieser die Gesellschaft allein, unabhangig davon, ob van vornhe­ rein nur ein Geschaftsfuhrer bestellt warden ist oder nachtraglich alle bis auf einen weggefallen sind. 2. 
Durch Gesellschafterbeschluss kann alien oder einzelnen Geschaftsfuhrern Einzelvertre­ tungsbefugnis und/oder Befreiung van dem Verbot, im Namen der Gesellschaft mit sich im eigenen Nam en oder als Vertreter eines Dritten Rechtsgeschafte vorzunehmen, erteilt werden. 3. 
Im Falle der Liquidation gelten die vorstehenden Ziffern 1 und 2 fur Liquidatoren entsprechend. 4. 
Die Gesellschafterversammlung kann jederzeit durch Beschluss die Vornahme von Rechtsge­ schaften oder Arten von Rechtsgeschaften van der vorherigen Zustimmung der Gesellschaf­ terversammlung abhangig machen.",Orange Flag,"Geschäftsführung, Geschäftsführung, Vertretung, Vertretung"
MM Verwaltungs GmbH anno.jsonl,"§6 Weitere Bestimmungen 1. 
Die Bekanntmachungen der Gesellschaft erscheinen im Bundesanzeiger. 2. 
Sollten einzelne Bestimmungen dieses Vertrages unwirksam sein oder werden, so wird die Rechtswirksamkeit der ubrigen Bestimmungen dadurch nicht beruhrt. 
Die betreffende Bestim­ mung ist durch eine wirksame zu ersetzen, die dem angestrebten wirtschaftlichen Zweck mog­ lichst nahe kommt. 
Entsprechendes gilt fur etwaige Vertragslucken. 3. 
Die Gesellschaft tragt die mit der Grundung verbundenen Kosten und Gebuhren (Notar- und Gerichtsgebuhren sowie Beratungskosten Steuerberater und Rechtsanwalt) bis zu einem Ge­ samtbetrag von insgesamt EUR 2.500,00.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Mutter Wittig Verwaltungs GmbH anno.jsonl,Gesellschaftsvertrag,,TITEL
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 1 Firma, Sitz (1) Die Firma lautet Mutter Wittig Verwaltungs GmbH. (2) Sitz der Gesellschaft ist Bochum.",RED FLAG,"Firma, Firma, Sitz, Sitz"
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 2 Gegenstand des Unternehmens: Gegenstand des Unternehmens ist der Erwerb und die Verwaltung von Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Personenhandelsgesellschaften, insbesondere die Beteiligung als persönlich haftende geschäftsführende Gesellschafterin (Komplementärin) an der Mutter Wittig Restaurant GmbH & Co. KG, die den Betrieb eines Restaurants zum Gegenstand hat.",RED FLAG,"Gegenstand, Gegenstand"
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 3 Stammkapital, Stammeinlagen: Das Stammkapital der Gesellschaft beträgt 25.000,- EUR (fünfundzwanzigtausend Euro) und ist in drei Geschäftsanteile aufgeteilt: a) einen Geschäftsanteil mit einem Nennbetrag von 5.000,- EUR (fünftausend Euro), b) einen Geschäftsanteil mit einem Nennbetrag von 8.000,- EUR (achttausend Euro), c) einen Geschäftsanteil mit einem Nennbetrag von 12.000,- EUR (zwölftausend Euro).",RED FLAG,"Stammeinlagen, Stammeinlagen, Stammkapital, Stammkapital"
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 4 Vertretung, Geschäftsführung (1) Die Gesellschaft hat einen oder mehrere Geschäftsführer. Ist nur ein Geschäftsführer bestellt, so vertritt er die Gesellschaft allein. Sind mehrere Geschäftsführer bestellt, so wird die Gesellschaft von zwei Geschäftsführern oder durch einen Geschäftsführer gemeinschaftlich mit einem Prokuristen vertreten. Die Gesellschafter können den Geschäftsführern Einzelvertretungsbefugnis und Befreiung von den Beschränkungen des § 181 BGB erteilen. (2) Zu Erklärungen, die den Gesellschaftsvertrag der Mutter Wittig Restaurant GmbH & Co. KG berühren, insbesondere zur Kündigung des Gesellschaftsvertrages der Mutter Wittig Restaurant GmbH & Co. KG, bedürfen die Geschäftsführer eines vorherigen zustimmenden einstimmigen Beschlusses der Gesellschafter",Orange Flag,"Vertretung, Geschäftsführung, Geschäftsführung, Vertretung"
